date,unix time 2020,ap wifi name,rssi,filed1,filed2
25.07.2020 12:41:53,17844113,ech-02870,-67,3,6
25.07.2020 12:41:53,17844113,tji-59218,-78,4,1
25.07.2020 12:41:53,17844113,UPC Wi-Free,-79,5,11
25.07.2020 12:41:53,17844113,UPC72E5C4E_EXT,-79,4,6
25.07.2020 12:41:53,17844113,UPCF2C6A3A,-80,4,11
25.07.2020 12:41:53,17844113,UPC Wi-Free,-81,5,11
25.07.2020 12:41:53,17844113,dhg-87555,-82,3,1
25.07.2020 12:41:53,17844113,RCProductions-EXT pour Yasmine,-83,4,13
25.07.2020 12:41:53,17844113,UPC Wi-Free,-83,5,1
25.07.2020 12:41:53,17844113,HUAWEI_B818_634B,-86,3,7
25.07.2020 12:41:53,17844113,RCProductions-EXT,-87,4,13
25.07.2020 12:41:53,17844113,Sunrise_2.4GHz_662650,-87,4,6
25.07.2020 12:41:53,17844113,UPC578B7A3,-87,4,1
25.07.2020 12:41:53,17844113,RCProductions-EXT pour Ariane,-88,4,13
25.07.2020 12:41:53,17844113,Crassus-wifi-2.4G,-89,3,1
25.07.2020 12:41:53,17844113,Sunrise_2.4GHz_8CC080,-89,4,6
25.07.2020 12:41:53,17844113,UPCC81FA2A,-90,4,1
25.07.2020 12:41:53,17844113,thermoap01,-91,4,5
25.07.2020 12:41:53,17844113,yalloHome-B529-A915,-93,3,9
25.07.2020 12:42:01,17844121,UPC Wi-Free,-69,5,1
25.07.2020 12:42:01,17844121,UPC578B7A3,-69,4,1
25.07.2020 12:42:01,17844121,UPC72E5C4E_EXT,-69,4,6
25.07.2020 12:42:01,17844121,UPCF2C6A3A,-70,4,11
25.07.2020 12:42:01,17844121,ech-02870,-71,3,6
25.07.2020 12:42:01,17844121,UPC Wi-Free,-73,5,11
25.07.2020 12:42:01,17844121,dhg-87555,-79,3,1
25.07.2020 12:42:01,17844121,Crassus-wifi-2.4G,-83,3,1
25.07.2020 12:42:01,17844121,UPC Wi-Free,-83,5,1
25.07.2020 12:42:01,17844121,UPCC81FA2A,-83,4,1
25.07.2020 12:42:01,17844121,HUAWEI_B818_634B,-84,3,7
25.07.2020 12:42:01,17844121,apzuzu6_EXT2,-85,3,4
25.07.2020 12:42:01,17844121,RCProductions-EXT pour Yasmine,-85,4,13
25.07.2020 12:42:01,17844121,UPC17E648D,-85,4,11
25.07.2020 12:42:01,17844121,RCProductions-EXT,-86,4,13
25.07.2020 12:42:01,17844121,UPC Wi-Free,-86,5,11
25.07.2020 12:42:01,17844121,RCProductions-EXT pour Ariane,-87,4,13
25.07.2020 12:42:01,17844121,dym-55538,-89,3,6
25.07.2020 12:42:01,17844121,UPC Wi-Free,-90,5,6
25.07.2020 12:42:01,17844121,UPC5315169,-93,4,11
25.07.2020 12:42:09,17844129,UPC72E5C4E_EXT,-64,4,6
25.07.2020 12:42:09,17844129,UPC Wi-Free,-75,5,1
25.07.2020 12:42:09,17844129,Marcolet 15,-77,3,1
25.07.2020 12:42:09,17844129,aur-38771,-82,3,6
25.07.2020 12:42:09,17844129,UPC Wi-Free,-84,5,11
25.07.2020 12:42:09,17844129,RCProductions-EXT pour Ariane,-85,4,13
25.07.2020 12:42:09,17844129,apzuzu6_EXT2,-87,3,4
25.07.2020 12:42:09,17844129,Marcolet 15,-87,3,1
25.07.2020 12:42:09,17844129,UPC Wi-Free,-88,5,1
25.07.2020 12:42:09,17844129,UPC Wi-Free,-89,5,1
25.07.2020 12:42:10,17844130,UPC578B7A3,-76,4,1
25.07.2020 12:42:10,17844130,ech-02870,-77,3,6
25.07.2020 12:42:10,17844130,UPC Wi-Free,-81,5,6
25.07.2020 12:42:10,17844130,UPC46DF3EF,-81,4,6
25.07.2020 12:42:10,17844130,RCProductions-EXT,-84,4,13
25.07.2020 12:42:10,17844130,UPC Wi-Free,-84,5,11
25.07.2020 12:42:10,17844130,UPCEB861D9,-84,4,11
25.07.2020 12:42:10,17844130,UPCF2C6A3A,-84,4,11
25.07.2020 12:42:10,17844130,dhg-87555,-87,3,1
25.07.2020 12:42:10,17844130,RCProductions-EXT pour Yasmine,-87,4,13
25.07.2020 12:42:10,17844130,tji-59218,-88,4,1
25.07.2020 12:42:10,17844130,UPC Wi-Free,-88,5,6
25.07.2020 12:42:10,17844130,UPC Wi-Free,-92,5,1
25.07.2020 12:42:10,17844130,UPC29E3417,-92,4,1
25.07.2020 12:42:10,17844130,UPC Wi-Free,-93,5,11
25.07.2020 12:42:18,17844138,UPC72E5C4E_EXT,-61,4,6
25.07.2020 12:42:18,17844138,UPC578B7A3,-65,4,1
25.07.2020 12:42:18,17844138,UPC Wi-Free,-66,5,1
25.07.2020 12:42:18,17844138,Sinaud_2.4,-73,4,6
25.07.2020 12:42:18,17844138,UPC Wi-Free,-77,5,1
25.07.2020 12:42:18,17844138,ech-02870,-79,3,6
25.07.2020 12:42:18,17844138,UPC Wi-Free,-80,5,11
25.07.2020 12:42:18,17844138,UPCEB861D9,-81,4,11
25.07.2020 12:42:18,17844138,aur-38771,-82,3,6
25.07.2020 12:42:18,17844138,UPC Wi-Free,-82,5,1
25.07.2020 12:42:18,17844138,hrj88926,-84,3,6
25.07.2020 12:42:18,17844138,RCProductions-EXT,-84,4,13
25.07.2020 12:42:18,17844138,RCProductions-EXT pour Yasmine,-84,4,13
25.07.2020 12:42:18,17844138,UPC17E648D,-84,4,11
25.07.2020 12:42:18,17844138,RCProductions-EXT pour Ariane,-85,4,13
25.07.2020 12:42:18,17844138,UPC29E3417,-85,4,1
25.07.2020 12:42:18,17844138,UPCC81FA2A,-85,4,1
25.07.2020 12:42:18,17844138,UPC Wi-Free,-86,5,11
25.07.2020 12:42:18,17844138,Sunrise 4G WiFi Tower,-89,3,8
25.07.2020 12:42:18,17844138,Sunrise_2.4GHz_52E980,-89,4,1
25.07.2020 12:42:18,17844138,UPC Wi-Free,-89,5,1
25.07.2020 12:42:18,17844138,Sunrise_2.4GHz_ABF080,-90,4,9
25.07.2020 12:42:18,17844138,UPC9B15B32,-90,4,6
25.07.2020 12:42:18,17844138,dhg-87555,-92,3,1
25.07.2020 12:42:26,17844146,hrj88926,-69,3,6
25.07.2020 12:42:26,17844146,UPC72E5C4E_EXT,-72,4,6
25.07.2020 12:42:26,17844146,UPC Wi-Free,-73,5,1
25.07.2020 12:42:26,17844146,UPC Wi-Free,-73,5,11
25.07.2020 12:42:26,17844146,ech-02870,-74,3,6
25.07.2020 12:42:26,17844146,aur-38771,-76,3,6
25.07.2020 12:42:26,17844146,UPC578B7A3,-76,4,1
25.07.2020 12:42:26,17844146,Marcolet 15,-81,3,1
25.07.2020 12:42:26,17844146,Sunrise_2.4GHz_52E980,-85,4,1
25.07.2020 12:42:26,17844146,UPC Wi-Free,-85,5,1
25.07.2020 12:42:26,17844146,UPC Wi-Free,-88,5,1
25.07.2020 12:42:26,17844146,UPCC81FA2A,-88,4,1
25.07.2020 12:42:26,17844146,HUAWEI-3D54,-93,3,3
25.07.2020 12:42:27,17844147,UPCEB861D9,-68,4,11
25.07.2020 12:42:27,17844147,Sinaud_2.4,-80,4,6
25.07.2020 12:42:27,17844147,UPC Wi-Free,-84,5,11
25.07.2020 12:42:27,17844147,UPC Wi-Free,-89,5,6
25.07.2020 12:42:27,17844147,Gigi80,-90,3,1
25.07.2020 12:42:27,17844147,UPC411ABA9,-90,4,1
25.07.2020 12:42:35,17844155,hrj88926,-68,3,6
25.07.2020 12:42:35,17844155,UPC Wi-Free,-71,5,11
25.07.2020 12:42:35,17844155,UPC578B7A3,-72,4,1
25.07.2020 12:42:35,17844155,UPCEB861D9,-73,4,11
25.07.2020 12:42:35,17844155,Sinaud_2.4,-74,4,6
25.07.2020 12:42:35,17844155,UPC Wi-Free,-79,5,1
25.07.2020 12:42:35,17844155,mhj-86336,-80,3,1
25.07.2020 12:42:35,17844155,UPC Wi-Free,-80,5,6
25.07.2020 12:42:35,17844155,Sunrise 4G WiFi Tower,-83,3,8
25.07.2020 12:42:35,17844155,UPC29E3417,-83,4,1
25.07.2020 12:42:35,17844155,RCProductions-EXT,-85,4,13
25.07.2020 12:42:35,17844155,RCProductions-EXT pour Ariane,-85,4,13
25.07.2020 12:42:35,17844155,UPC17E648D,-85,4,11
25.07.2020 12:42:35,17844155,aur-38771,-86,3,6
25.07.2020 12:42:35,17844155,RCProductions-EXT pour Yasmine,-86,4,13
25.07.2020 12:42:35,17844155,UPC Wi-Free,-87,5,1
25.07.2020 12:42:35,17844155,UPC411ABA9,-87,4,1
25.07.2020 12:42:35,17844155,UPC7284432,-87,4,11
25.07.2020 12:42:35,17844155,mhj-86336,-89,3,11
25.07.2020 12:42:35,17844155,RVZ-00300,-90,4,11
25.07.2020 12:42:35,17844155,UPC69E23A2,-90,4,1
25.07.2020 12:42:35,17844155,UPC Wi-Free,-91,5,6
25.07.2020 12:42:35,17844155,UPC Wi-Free,-91,5,11
25.07.2020 12:42:35,17844155,UPC Wi-Free,-92,5,1
25.07.2020 12:42:43,17844163,aur-38771,-73,3,6
25.07.2020 12:42:43,17844163,UPC Wi-Free,-75,5,1
25.07.2020 12:42:43,17844163,UPC578B7A3,-75,4,1
25.07.2020 12:42:43,17844163,UPC8773645,-76,4,6
25.07.2020 12:42:43,17844163,mhj-86336,-81,3,1
25.07.2020 12:42:43,17844163,RCProductions-EXT pour Ariane,-81,4,13
25.07.2020 12:42:43,17844163,tnb-41435,-83,3,1
25.07.2020 12:42:43,17844163,UPCCF2CA1A,-83,4,6
25.07.2020 12:42:43,17844163,RCProductions-EXT,-85,4,13
25.07.2020 12:42:43,17844163,Sinaud_2.4,-85,4,6
25.07.2020 12:42:43,17844163,hrj88926,-86,3,6
25.07.2020 12:42:43,17844163,Sunrise_22B149,-89,4,1
25.07.2020 12:42:43,17844163,UPC Wi-Free,-89,5,1
25.07.2020 12:42:43,17844163,UPC Wi-Free,-89,5,1
25.07.2020 12:42:43,17844163,UPC69E23A2,-89,4,1
25.07.2020 12:42:43,17844163,apzuzu6_EXT2,-90,3,4
25.07.2020 12:42:44,17844164,UPC-AP-9927572,-75,4,11
25.07.2020 12:42:44,17844164,UPC Wi-Free,-78,5,11
25.07.2020 12:42:44,17844164,RCProductions-EXT pour Yasmine,-79,4,13
25.07.2020 12:42:44,17844164,UPC Wi-Free,-79,5,6
25.07.2020 12:42:44,17844164,UPC72E5C4E_EXT,-80,4,6
25.07.2020 12:42:44,17844164,UPC7083705,-81,4,11
25.07.2020 12:42:44,17844164,Sunrise 4G WiFi Tower,-82,3,8
25.07.2020 12:42:44,17844164,UPC Wi-Free,-82,5,11
25.07.2020 12:42:44,17844164,UPC Wi-Free,-85,5,6
25.07.2020 12:42:44,17844164,UPCEB861D9,-85,4,11
25.07.2020 12:42:44,17844164,MonWifiEtPasLeTien,-86,3,11
25.07.2020 12:42:44,17844164,UPC Wi-Free,-87,5,11
25.07.2020 12:42:44,17844164,UPC29E3417,-87,4,1
25.07.2020 12:42:44,17844164,UPC Wi-Free,-91,5,11
25.07.2020 12:42:44,17844164,UPC411ABA9,-91,4,1
25.07.2020 12:42:44,17844164,QXL-62398,-93,3,1
25.07.2020 12:42:52,17844172,UPC Wi-Free,-69,5,11
25.07.2020 12:42:52,17844172,mhj-86336,-72,3,11
25.07.2020 12:42:52,17844172,Sinaud_2.4,-75,4,6
25.07.2020 12:42:52,17844172,RCProductions-EXT pour Ariane,-77,4,13
25.07.2020 12:42:52,17844172,Sunrise_2.4GHz_161ACC,-78,4,7
25.07.2020 12:42:52,17844172,UPC Wi-Free,-78,5,11
25.07.2020 12:42:52,17844172,yalloHome-B529-5618,-78,3,8
25.07.2020 12:42:52,17844172,UPCEB861D9,-79,4,11
25.07.2020 12:42:52,17844172,aur-38771,-84,3,6
25.07.2020 12:42:52,17844172,UPC Wi-Free,-84,5,1
25.07.2020 12:42:52,17844172,UPC29E3417,-84,4,1
25.07.2020 12:42:52,17844172,UPC Wi-Free,-85,5,11
25.07.2020 12:42:52,17844172,Sunrise 4G WiFi Tower,-86,3,8
25.07.2020 12:42:52,17844172,Sunrise_22B149,-86,4,1
25.07.2020 12:42:52,17844172,Toz,-86,4,1
25.07.2020 12:42:52,17844172,UPC619C163-2.4,-86,4,1
25.07.2020 12:42:52,17844172,Gigi80,-87,3,1
25.07.2020 12:42:52,17844172,mhj-86336,-87,3,1
25.07.2020 12:42:52,17844172,UPC98F97D8,-88,4,6
25.07.2020 12:42:52,17844172,UPC Wi-Free,-92,5,11
25.07.2020 12:42:52,17844172,UPC69E23A2,-92,4,1
25.07.2020 12:42:52,17844172,Sunrise_2.4GHz_3CDB00,-95,4,11
25.07.2020 12:42:53,17844173,UPC Wi-Free,-73,5,6
25.07.2020 12:42:53,17844173,UPC8773645,-73,4,6
25.07.2020 12:42:53,17844173,UPCA1AA9E3,-74,4,11
25.07.2020 12:42:53,17844173,UPC578B7A3,-79,4,1
25.07.2020 12:42:53,17844173,RCProductions-EXT,-80,4,13
25.07.2020 12:42:53,17844173,RCProductions-EXT pour Yasmine,-81,4,13
25.07.2020 12:42:53,17844173,Loulouzinho81,-82,3,1
25.07.2020 12:42:53,17844173,UPC8CD6FFB,-82,4,11
25.07.2020 12:42:53,17844173,wmc-42326,-83,3,6
25.07.2020 12:42:53,17844173,ALG-02309,-84,3,6
25.07.2020 12:42:53,17844173,hrj88926,-87,3,6
25.07.2020 12:42:53,17844173,Sunrise_1023,-88,4,1
25.07.2020 12:42:53,17844173,UPC2630635,-89,4,6
25.07.2020 12:42:53,17844173,UPC Wi-Free,-90,5,1
25.07.2020 12:42:53,17844173,UPC Wi-Free,-91,5,6
25.07.2020 12:42:53,17844173,RVZ-00300,-92,3,11
25.07.2020 12:42:53,17844173,tax-29239,-92,3,11
25.07.2020 12:43:01,17844181,UPC Wi-Free,-72,5,11
25.07.2020 12:43:01,17844181,HUAWEI1,-84,3,6
25.07.2020 12:43:01,17844181,Sunrise_22B149,-84,4,1
25.07.2020 12:43:01,17844181,UPC Wi-Free,-88,5,1
25.07.2020 12:43:01,17844181,UPC578B7A3,-89,4,1
25.07.2020 12:43:01,17844181,Sunrise_2.4GHz_161ACC,-91,4,7
25.07.2020 12:43:01,17844181,UPC Wi-Free,-91,5,11
25.07.2020 12:43:02,17844182,mhj-86336,-70,3,1
25.07.2020 12:43:02,17844182,UPC Wi-Free,-70,5,6
25.07.2020 12:43:02,17844182,UPC8773645,-71,4,6
25.07.2020 12:43:02,17844182,UPC Wi-Free,-74,5,1
25.07.2020 12:43:02,17844182,UPC29E3417,-74,4,1
25.07.2020 12:43:02,17844182,UPC Wi-Free,-75,5,11
25.07.2020 12:43:02,17844182,UPC-AP-9927572,-76,4,11
25.07.2020 12:43:02,17844182,UPC7083705,-76,4,11
25.07.2020 12:43:02,17844182,RCProductions-EXT,-77,4,13
25.07.2020 12:43:02,17844182,RVZ-00300,-78,4,11
25.07.2020 12:43:02,17844182,UPC Wi-Free,-78,5,6
25.07.2020 12:43:02,17844182,RCProductions-EXT pour Ariane,-81,4,13
25.07.2020 12:43:02,17844182,Sunrise 4G WiFi Tower,-81,3,8
25.07.2020 12:43:02,17844182,UPC9B15B32,-81,4,6
25.07.2020 12:43:02,17844182,Loulouzinho81,-82,3,1
25.07.2020 12:43:02,17844182,UPC Wi-Free,-83,5,1
25.07.2020 12:43:02,17844182,UPCEB861D9,-83,4,11
25.07.2020 12:43:02,17844182,QXL-62398,-84,3,1
25.07.2020 12:43:02,17844182,Sunrise_1023,-84,4,1
25.07.2020 12:43:02,17844182,Gigi80,-86,3,1
25.07.2020 12:43:02,17844182,UPC619C163-2.4,-86,4,1
25.07.2020 12:43:02,17844182,Toz,-87,4,1
25.07.2020 12:43:02,17844182,JBC-Showroom,-88,3,6
25.07.2020 12:43:02,17844182,UPC Wi-Free,-88,5,6
25.07.2020 12:43:02,17844182,ALG-02309,-89,3,6
25.07.2020 12:43:02,17844182,UPC Wi-Free,-92,5,1
25.07.2020 12:43:02,17844182,UPC69E23A2,-92,4,1
25.07.2020 12:43:02,17844182,Blanc 2_4,-93,4,13
25.07.2020 12:43:02,17844182,UPCF3A712F,-93,4,1
25.07.2020 12:43:02,17844182,UPC Wi-Free,-94,5,1
25.07.2020 12:43:03,17844183,mhj-86336,-82,3,11
25.07.2020 12:43:03,17844183,RVZ-00300,-87,3,11
25.07.2020 12:43:11,17844191,UPC Wi-Free,-69,5,6
25.07.2020 12:43:11,17844191,UPC Wi-Free,-71,5,1
25.07.2020 12:43:11,17844191,UPC Wi-Free,-72,5,11
25.07.2020 12:43:11,17844191,mhj-86336,-73,3,11
25.07.2020 12:43:11,17844191,yalloHome-B529-5618,-77,3,8
25.07.2020 12:43:11,17844191,UPC Wi-Free,-81,5,1
25.07.2020 12:43:11,17844191,Sunrise_22B149,-82,4,1
25.07.2020 12:43:11,17844191,UPC98F97D8,-82,4,6
25.07.2020 12:43:11,17844191,HUAWEI1,-83,3,6
25.07.2020 12:43:11,17844191,UPC Wi-Free,-83,5,6
25.07.2020 12:43:11,17844191,UPC Wi-Free,-83,5,6
25.07.2020 12:43:11,17844191,UPC Wi-Free,-85,5,1
25.07.2020 12:43:11,17844191,UPC Wi-Free,-86,5,1
25.07.2020 12:43:11,17844191,UPC578B7A3,-86,4,1
25.07.2020 12:43:11,17844191,UPCF3A712F,-86,4,1
25.07.2020 12:43:11,17844191,Sunrise_2.4GHz_161ACC,-87,4,7
25.07.2020 12:43:11,17844191,QXL-62398,-89,3,1
25.07.2020 12:43:11,17844191,UPC Wi-Free,-89,5,1
25.07.2020 12:43:11,17844191,UPC Wi-Free,-89,5,11
25.07.2020 12:43:11,17844191,UPC7284432,-90,4,11
25.07.2020 12:43:11,17844191,xgd-32564,-91,3,1
25.07.2020 12:43:12,17844192,UPC7083705,-68,4,11
25.07.2020 12:43:12,17844192,UPC8773645,-70,4,6
25.07.2020 12:43:12,17844192,UPC-AP-9927572,-71,4,11
25.07.2020 12:43:12,17844192,UPC29E3417,-71,4,1
25.07.2020 12:43:12,17844192,UPC9B15B32,-75,4,6
25.07.2020 12:43:12,17844192,Sunrise 4G WiFi Tower,-76,3,8
25.07.2020 12:43:12,17844192,Gigi80,-78,3,1
25.07.2020 12:43:12,17844192,Sunrise_2.4GHz_3B1270,-78,4,11
25.07.2020 12:43:12,17844192,UPC Wi-Free,-78,5,6
25.07.2020 12:43:12,17844192,mhj-86336,-80,3,1
25.07.2020 12:43:12,17844192,Sunrise_1023,-81,4,1
25.07.2020 12:43:12,17844192,tnb-41435,-81,3,1
25.07.2020 12:43:12,17844192,UPC619C163-2.4,-81,4,1
25.07.2020 12:43:12,17844192,ALG-02309,-83,3,6
25.07.2020 12:43:12,17844192,RVZ-00300,-84,3,11
25.07.2020 12:43:12,17844192,UPC Wi-Free,-84,5,1
25.07.2020 12:43:12,17844192,UPCA1AA9E3,-84,4,11
25.07.2020 12:43:12,17844192,RCProductions-EXT pour Ariane,-85,4,13
25.07.2020 12:43:12,17844192,UPC Wi-Free,-85,5,11
25.07.2020 12:43:12,17844192,wmc-42326,-85,3,6
25.07.2020 12:43:12,17844192,RCProductions-EXT,-86,4,13
25.07.2020 12:43:12,17844192,gxx-68325,-87,3,1
25.07.2020 12:43:12,17844192,UPCE86AC2E,-88,4,11
25.07.2020 12:43:12,17844192,tzy-33265,-89,3,1
25.07.2020 12:43:12,17844192,UPC Wi-Free,-89,5,11
25.07.2020 12:43:12,17844192,UPC411ABA9,-91,4,1
25.07.2020 12:43:12,17844192,Blanc 2_4,-93,4,13
25.07.2020 12:43:12,17844192,UPC Wi-Free,-95,5,1
25.07.2020 12:43:20,17844200,mhj-86336,-84,3,11
25.07.2020 12:43:20,17844200,UPC Wi-Free,-93,5,1
25.07.2020 12:43:21,17844201,UPC Wi-Free,-76,5,11
25.07.2020 12:43:21,17844201,HUAWEI1,-77,3,6
25.07.2020 12:43:21,17844201,UPC Wi-Free,-79,5,1
25.07.2020 12:43:21,17844201,UPC Wi-Free,-81,5,11
25.07.2020 12:43:21,17844201,gxx-68325,-82,3,1
25.07.2020 12:43:21,17844201,UPC Wi-Free,-82,5,1
25.07.2020 12:43:21,17844201,UPC619C163-2.4,-82,4,1
25.07.2020 12:43:21,17844201,UPCEB861D9,-82,4,11
25.07.2020 12:43:21,17844201,Sunrise 4G WiFi Tower,-84,3,8
25.07.2020 12:43:21,17844201,UPC9B15B32,-84,4,6
25.07.2020 12:43:21,17844201,Sunrise_2.4GHz_161ACC,-85,4,7
25.07.2020 12:43:21,17844201,UPC29E3417,-85,4,1
25.07.2020 12:43:21,17844201,UPC69AA7F9,-85,4,6
25.07.2020 12:43:21,17844201,UPC72E5C4E_EXT,-85,4,6
25.07.2020 12:43:21,17844201,WN-EA410C,-86,3,6
25.07.2020 12:43:21,17844201,Sunrise_22B149,-87,4,1
25.07.2020 12:43:21,17844201,UPC Wi-Free,-87,5,11
25.07.2020 12:43:21,17844201,UPC7284432,-87,4,11
25.07.2020 12:43:21,17844201,UPC Wi-Free,-88,5,11
25.07.2020 12:43:21,17844201,yalloHome-B529-5618,-89,3,8
25.07.2020 12:43:21,17844201,UPC Wi-Free,-90,5,6
25.07.2020 12:43:21,17844201,UPC6683612,-91,4,6
25.07.2020 12:43:21,17844201,UPCCDDC593,-92,4,1
25.07.2020 12:43:22,17844202,UPC Wi-Free,-71,5,6
25.07.2020 12:43:22,17844202,UPC-AP-9927572,-71,4,11
25.07.2020 12:43:22,17844202,UPC8773645,-71,4,6
25.07.2020 12:43:22,17844202,RVZ-00300,-76,4,11
25.07.2020 12:43:22,17844202,UPC7083705,-77,4,11
25.07.2020 12:43:22,17844202,UPCE86AC2E,-80,4,11
25.07.2020 12:43:22,17844202,RCProductions-EXT pour Ariane,-83,4,13
25.07.2020 12:43:22,17844202,RCProductions-EXT pour Yasmine,-83,4,13
25.07.2020 12:43:22,17844202,Sunrise_2.4GHz_3B1270,-83,4,11
25.07.2020 12:43:22,17844202,QXL-62398,-84,3,1
25.07.2020 12:43:22,17844202,mhj-86336,-85,3,1
25.07.2020 12:43:22,17844202,UPC Wi-Free,-85,5,6
25.07.2020 12:43:22,17844202,UPC Wi-Free,-85,5,6
25.07.2020 12:43:22,17844202,RCProductions-EXT,-86,4,13
25.07.2020 12:43:22,17844202,UPC Wi-Free,-89,5,1
25.07.2020 12:43:22,17844202,tax-29239,-90,3,11
25.07.2020 12:43:22,17844202,UPC Wi-Free,-90,5,1
25.07.2020 12:43:22,17844202,UPC578B7A3,-90,4,1
25.07.2020 12:43:22,17844202,Blanc 2_4,-93,4,13
25.07.2020 12:43:30,17844210,HUAWEI1,-77,3,6
25.07.2020 12:43:30,17844210,UPC-AP-9927572,-79,4,11
25.07.2020 12:43:30,17844210,UPC Wi-Free,-81,5,1
25.07.2020 12:43:30,17844210,Sunrise_2.4GHz_161ACC,-88,4,7
25.07.2020 12:43:31,17844211,UPC Wi-Free,-69,5,11
25.07.2020 12:43:31,17844211,UPC7083705,-72,4,11
25.07.2020 12:43:31,17844211,UPC72E5C4E_EXT,-73,4,6
25.07.2020 12:43:31,17844211,yalloHome-B529-5618,-74,3,8
25.07.2020 12:43:31,17844211,RCProductions-EXT pour Yasmine,-76,4,13
25.07.2020 12:43:31,17844211,UPC Wi-Free,-77,5,1
25.07.2020 12:43:31,17844211,UPC29E3417,-77,4,1
25.07.2020 12:43:31,17844211,RCProductions-EXT pour Ariane,-78,4,13
25.07.2020 12:43:31,17844211,UPC8773645,-78,4,6
25.07.2020 12:43:31,17844211,UPC578B7A3,-79,4,1
25.07.2020 12:43:31,17844211,mhj-86336,-81,3,11
25.07.2020 12:43:31,17844211,RVZ-00300,-81,4,11
25.07.2020 12:43:31,17844211,UPC Wi-Free,-83,5,1
25.07.2020 12:43:31,17844211,Sunrise 4G WiFi Tower,-84,3,8
25.07.2020 12:43:31,17844211,Sunrise_22B149,-85,4,1
25.07.2020 12:43:31,17844211,UPC Wi-Free,-86,5,6
25.07.2020 12:43:31,17844211,UPCF3A712F,-87,4,1
25.07.2020 12:43:31,17844211,UPCE86AC2E,-88,4,11
25.07.2020 12:43:31,17844211,UPC Wi-Free,-89,5,6
25.07.2020 12:43:31,17844211,UPCC81FA2A,-89,4,1
25.07.2020 12:43:31,17844211,xgd-32564,-89,3,1
25.07.2020 12:43:31,17844211,Sunrise_2.4GHz_16C53C,-92,4,1
25.07.2020 12:43:31,17844211,UPC Wi-Free,-92,5,11
25.07.2020 12:43:31,17844211,UPCEB861D9,-93,4,11
25.07.2020 12:43:32,17844212,Gigi80,-79,3,1
25.07.2020 12:43:32,17844212,RCProductions-EXT,-79,4,13
25.07.2020 12:43:32,17844212,UPC Wi-Free,-79,5,6
25.07.2020 12:43:32,17844212,UPC Wi-Free,-80,5,6
25.07.2020 12:43:32,17844212,mhj-86336,-81,3,1
25.07.2020 12:43:32,17844212,Sunrise_1023,-85,4,1
25.07.2020 12:43:32,17844212,QXL-62398,-88,3,1
25.07.2020 12:43:32,17844212,hrj88926,-90,3,6
25.07.2020 12:43:32,17844212,Sunrise_2.4GHz_C1676A,-90,4,6
25.07.2020 12:43:32,17844212,UPC Wi-Free,-90,5,1
25.07.2020 12:43:32,17844212,Loulouzinho81,-91,3,1
25.07.2020 12:43:32,17844212,wmc-42326,-91,3,6
25.07.2020 12:43:40,17844220,UPC9B15B32,-73,4,6
25.07.2020 12:43:40,17844220,UPC578B7A3,-74,4,1
25.07.2020 12:43:40,17844220,UPC Wi-Free,-75,5,1
25.07.2020 12:43:40,17844220,UPC Wi-Free,-76,5,11
25.07.2020 12:43:40,17844220,UPC8773645,-76,4,6
25.07.2020 12:43:40,17844220,RCProductions-EXT,-77,4,13
25.07.2020 12:43:40,17844220,Sunrise 4G WiFi Tower,-77,3,8
25.07.2020 12:43:40,17844220,UPC Wi-Free,-78,5,1
25.07.2020 12:43:40,17844220,UPC7083705,-78,4,11
25.07.2020 12:43:40,17844220,UPC Wi-Free,-81,5,11
25.07.2020 12:43:40,17844220,HUAWEI1,-82,3,6
25.07.2020 12:43:40,17844220,RCProductions-EXT pour Ariane,-82,4,13
25.07.2020 12:43:40,17844220,UPC Wi-Free,-83,5,6
25.07.2020 12:43:40,17844220,yalloHome-B529-5618,-83,3,8
25.07.2020 12:43:40,17844220,apzuzu6_EXT2,-85,3,4
25.07.2020 12:43:40,17844220,Sunrise_2.4GHz_161ACC,-85,4,7
25.07.2020 12:43:40,17844220,tnb-41435,-85,3,1
25.07.2020 12:43:40,17844220,UPC98F97D8,-85,4,6
25.07.2020 12:43:40,17844220,UPCF3A712F,-85,4,1
25.07.2020 12:43:40,17844220,UPC Wi-Free,-86,5,1
25.07.2020 12:43:40,17844220,wmc-42326,-86,3,6
25.07.2020 12:43:40,17844220,aur-38771,-88,3,6
25.07.2020 12:43:40,17844220,mhj-86336,-90,3,11
25.07.2020 12:43:40,17844220,UPCF3B9FCB,-91,4,11
25.07.2020 12:43:40,17844220,apzuzu6_EXT3,-93,4,4
25.07.2020 12:43:40,17844220,Sunrise_22B149,-95,4,1
25.07.2020 12:43:41,17844221,UPC Wi-Free,-73,5,6
25.07.2020 12:43:41,17844221,UPC Wi-Free,-75,5,6
25.07.2020 12:43:41,17844221,RCProductions-EXT pour Yasmine,-76,4,13
25.07.2020 12:43:41,17844221,tax-29239,-77,3,11
25.07.2020 12:43:41,17844221,Sinaud_2.4,-82,4,6
25.07.2020 12:43:41,17844221,Gigi80,-85,3,1
25.07.2020 12:43:41,17844221,UPC29E3417,-85,4,1
25.07.2020 12:43:41,17844221,Loulouzinho81,-87,3,1
25.07.2020 12:43:41,17844221,Sunrise_1023,-89,4,1
25.07.2020 12:43:49,17844229,RCProductions-EXT pour Yasmine,-72,4,13
25.07.2020 12:43:49,17844229,UPC Wi-Free,-74,5,11
