18050653, 38:2c:4a:4e:d3:d8, "apzuzu6", -76
18050653, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -88
18050653, ec:f4:51:ea:58:46, "mhj-86336", -90
18050653, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -89
18050653, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -60
18050653, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -88
18050653, e4:3e:d7:42:f7:29, "tji-59218", -87
18050653, 90:5c:44:ad:93:21, "UPCF2C6A3A", -85
18050653, e4:57:40:d4:7b:9b, "GafferNetwork", -92
18050653, 92:5c:14:ad:93:21, "UPC Wi-Free", -85
18050657, 92:5c:14:a8:34:97, "UPC Wi-Free", -86
18050657, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -69
18050657, 92:5c:14:53:0d:d1, "UPC Wi-Free", -86
18050657, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -69
18050657, 54:67:51:bd:4d:be, "UPCC81FA2A", -92
18050657, 38:2c:4a:4e:d3:d8, "apzuzu6", -80
18050657, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -87
18050657, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -89
18050657, 92:5c:14:ad:93:21, "UPC Wi-Free", -85
18050657, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -62
18050657, 90:5c:44:ad:93:21, "UPCF2C6A3A", -84
18050657, e4:3e:d7:42:f7:29, "tji-59218", -91
18050657, 90:5c:44:a8:34:97, "UPC17E648D", -86
18050657, 56:67:11:bd:4d:be, "UPC Wi-Free", -90
18050657, 90:5c:44:53:0d:d1, "UPC578B7A3", -85
18050657, e4:57:40:d4:7b:9b, "GafferNetwork", -91
18050657, 90:5c:44:de:02:47, "UPCA1AA9E3", -91
18050657, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -88
18050657, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -88
18050658, 92:5c:14:de:02:47, "UPC Wi-Free", -95
18050661, 92:5c:14:a8:34:97, "UPC Wi-Free", -91
18050661, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -73
18050661, 92:5c:14:ad:93:21, "UPC Wi-Free", -87
18050661, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -67
18050661, 38:2c:4a:4e:d3:d8, "apzuzu6", -76
18050662, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -83
18050662, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -61
18050662, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -85
18050662, e4:57:40:d4:7b:9b, "GafferNetwork", -91
18050662, 90:5c:44:ad:93:21, "UPCF2C6A3A", -85
18050662, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -85
18050662, 90:5c:44:53:0d:d1, "UPC578B7A3", -86
18050666, 92:5c:14:a8:34:97, "UPC Wi-Free", -92
18050666, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -72
18050666, 38:43:7d:88:b7:fc, "UPC2203812", -86
18050666, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -74
18050666, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -92
18050666, 38:2c:4a:4e:d3:d8, "apzuzu6", -69
18050666, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -85
18050666, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -89
18050666, 90:5c:44:ad:93:21, "UPCF2C6A3A", -83
18050666, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -62
18050666, e4:3e:d7:42:f7:29, "tji-59218", -88
18050666, 90:5c:44:a8:34:97, "UPC17E648D", -90
18050666, 92:5c:14:53:0d:d1, "UPC Wi-Free", -86
18050666, 90:5c:44:53:0d:d1, "UPC578B7A3", -84
18050666, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -93
18050666, e4:57:40:d4:7b:9b, "GafferNetwork", -84
18050666, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -89
18050666, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -86
18050670, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -75
18050670, 38:43:7d:88:b7:fc, "UPC2203812", -89
18050670, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -74
18050670, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -92
18050670, 38:2c:4a:4e:d3:d8, "apzuzu6", -73
18050670, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -88
18050670, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -91
18050670, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -89
18050670, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -69
18050670, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -86
18050670, e4:3e:d7:42:f7:29, "tji-59218", -90
18050670, 90:5c:44:ad:93:21, "UPCF2C6A3A", -90
18050670, 92:5c:14:ad:93:21, "UPC Wi-Free", -90
18050670, e8:d1:1b:5e:e4:40, "dym-55538", -89
18050674, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -89
18050674, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -85
18050674, 38:43:7d:88:b7:fc, "UPC2203812", -90
18050674, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -79
18050674, 38:2c:4a:4e:d3:d8, "apzuzu6", -83
18050674, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -88
18050674, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -92
18050674, ec:f4:51:ea:58:46, "mhj-86336", -90
18050674, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -57
18050674, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -86
18050674, e4:3e:d7:42:f7:29, "tji-59218", -92
18050674, 90:5c:44:ad:93:21, "UPCF2C6A3A", -88
18050674, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -90
18050674, 92:5c:14:ad:93:21, "UPC Wi-Free", -88
18050678, ec:f4:51:ea:58:46, "mhj-86336", -89
18050678, 56:67:11:2a:61:32, "UPC Wi-Free", -92
18050678, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -67
18050678, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -74
18050678, 54:67:51:2a:61:32, "UPC46DF3EF", -96
18050678, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -87
18050678, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -85
18050678, 90:5c:44:53:0d:d1, "UPC578B7A3", -91
18050682, 56:67:11:2a:61:32, "UPC Wi-Free", -91
18050682, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -83
18050682, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -72
18050682, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -71
18050682, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -68
18050682, 38:2c:4a:4e:d3:d8, "apzuzu6", -94
18050682, 92:5c:14:83:e6:4f, "UPC Wi-Free", -97
18050682, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -89
18050683, 92:5c:14:53:0d:d1, "UPC Wi-Free", -89
18050683, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -65
18050683, de:53:1c:8b:65:8c, "UPC Wi-Free", -88
18050683, 54:67:51:2a:61:32, "UPC46DF3EF", -91
18050683, 90:5c:44:83:e6:4f, "UPC69AA7F9", -95
18050683, d0:16:b4:84:8e:93, "HUAWEI-8E93", -92
18050683, 90:5c:44:53:0d:d1, "UPC578B7A3", -88
18050687, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -77
18050687, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -79
18050687, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -91
18050687, 92:5c:14:53:0d:d1, "UPC Wi-Free", -85
18050687, 38:2c:4a:4e:d3:d8, "apzuzu6", -95
18050687, 92:5c:14:83:e6:4f, "UPC Wi-Free", -90
18050687, 56:67:11:fe:13:d1, "UPC Wi-Free", -90
18050687, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -87
18050687, 1c:b0:44:5c:bf:90, "wmc-42326", -90
18050687, 3a:43:1d:a4:56:07, "UPC Wi-Free", -94
18050687, 90:5c:44:53:0d:d1, "UPC578B7A3", -89
18050687, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -92
18050687, 56:67:11:2a:61:32, "UPC Wi-Free", -89
18050687, 5c:dc:96:89:dc:d3, "vcr-99345", -85
18050687, 54:67:51:fe:13:d1, "GOGOwifi", -94
18050687, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -66
18050687, 54:67:51:2a:61:32, "UPC46DF3EF", -90
18050687, 90:5c:44:83:e6:4f, "UPC69AA7F9", -91
18050687, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -65
18050687, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -65
18050691, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -78
18050691, 38:43:7d:88:b7:fc, "UPC2203812", -91
18050691, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -92
18050691, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -83
18050691, 92:5c:14:83:e6:4f, "UPC Wi-Free", -86
18050691, 56:67:11:fe:13:d1, "UPC Wi-Free", -90
18050691, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -68
18050691, 4a:5f:99:03:48:0b, "DIRECT-0b-HP M477 LaserJet", -89
18050691, 54:67:51:e5:16:d5, "UPC9B15B32", -89
18050691, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -94
18050691, 56:67:11:2a:61:32, "UPC Wi-Free", -88
18050691, 5c:dc:96:89:dc:d3, "vcr-99345", -90
18050691, 56:67:11:e5:16:d5, "UPC Wi-Free", -88
18050691, 54:67:51:fe:13:d1, "GOGOwifi", -88
18050691, e4:3e:d7:42:f7:29, "tji-59218", -90
18050691, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -78
18050691, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -81
18050691, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -91
18050691, 54:67:51:2a:61:32, "UPC46DF3EF", -86
18050691, 90:5c:44:83:e6:4f, "UPC69AA7F9", -83
18050691, d0:16:b4:84:8e:93, "HUAWEI-8E93", -92
18050691, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -88
18050695, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -73
18050695, 90:5c:44:53:0d:d1, "UPC578B7A3", -90
18050695, 38:43:7d:88:b7:fc, "UPC2203812", -92
18050695, ce:50:e3:2e:85:7e, "apzuzu6_EXT3", -92
18050695, 92:5c:14:53:0d:d1, "UPC Wi-Free", -90
18050695, 38:2c:4a:4e:d3:d8, "apzuzu6", -92
18050696, 92:5c:14:83:e6:4f, "UPC Wi-Free", -90
18050696, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -93
18050696, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -74
18050696, 92:5c:14:83:fc:e6, "UPC Wi-Free", -90
18050696, 90:5c:44:ad:93:21, "UPCF2C6A3A", -91
18050696, 34:2c:c4:5e:71:5f, "UPC6683612", -90
18050696, 36:2c:94:5e:71:5f, "UPC Wi-Free", -90
18050696, dc:d9:16:3e:3d:54, "HUAWEI-3D54", -88
18050696, 56:67:11:2a:61:32, "UPC Wi-Free", -85
18050696, 5c:dc:96:89:dc:d3, "vcr-99345", -90
18050696, 56:67:11:e5:16:d5, "UPC Wi-Free", -92
18050696, 54:67:51:fe:13:d1, "GOGOwifi", -92
18050696, 92:5c:14:ad:93:21, "UPC Wi-Free", -88
18050696, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -68
18050696, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -69
18050696, 90:5c:44:83:fc:e6, "UPC29E3417", -88
18050696, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -77
18050696, 54:67:51:2a:61:32, "UPC46DF3EF", -84
18050696, 90:5c:44:83:e6:4f, "UPC69AA7F9", -91
18050696, 54:67:51:e5:16:d5, "UPC9B15B32", -93
18050696, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -80
18050700, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -63
18050700, 38:43:7d:88:b7:fc, "UPC2203812", -85
18050700, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -80
18050700, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -78
18050700, 92:5c:14:83:e6:4f, "UPC Wi-Free", -85
18050700, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -86
18050700, 1c:24:cd:40:dc:80, "xrd-82638", -92
18050700, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -79
18050700, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -85
18050700, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -92
18050700, 90:5c:44:53:0d:d1, "UPC578B7A3", -92
18050700, dc:d9:16:3e:3d:54, "HUAWEI-3D54", -87
18050700, 56:67:11:2a:61:32, "UPC Wi-Free", -80
18050700, 5c:dc:96:89:dc:d3, "vcr-99345", -93
18050700, 54:67:51:2a:61:32, "UPC46DF3EF", -77
18050700, 90:5c:44:83:e6:4f, "UPC69AA7F9", -86
18050700, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -78
18050704, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -63
18050704, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -62
18050704, 38:43:7d:88:b7:fc, "UPC2203812", -91
18050704, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -67
18050704, 38:2c:4a:4e:d3:d8, "apzuzu6", -91
18050704, 92:5c:14:83:e6:4f, "UPC Wi-Free", -89
18050704, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -82
18050704, 36:2c:94:6b:a1:9e, "UPC Wi-Free", -91
18050704, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -81
18050704, 1c:b0:44:5c:bf:90, "wmc-42326", -92
18050704, e4:3e:d7:42:f7:29, "tji-59218", -91
18050704, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -80
18050704, 5c:dc:96:89:dc:d3, "vcr-99345", -87
18050704, 90:5c:44:83:fc:e6, "UPC29E3417", -87
18050705, 90:5c:44:22:9e:4a, "UPC65FA757", -92
18050705, 90:5c:44:83:e6:4f, "UPC69AA7F9", -87
18050705, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -60
18050705, 00:1b:63:2b:78:4b, "EDU-VD", -91
18050709, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -71
18050709, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -88
18050709, 36:2c:94:5e:71:5f, "UPC Wi-Free", -89
18050709, 38:2c:4a:4e:d3:d8, "apzuzu6", -90
18050709, ac:22:05:84:0a:7f, "UPC98F97D8", -91
18050709, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -87
18050709, 92:5c:14:83:e6:4f, "UPC Wi-Free", -82
18050709, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -86
18050709, 92:5c:14:83:fc:e6, "UPC Wi-Free", -84
18050709, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -73
18050709, 54:67:51:22:5e:30, "UPC8CD6FFB", -85
18050709, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -74
18050709, 38:43:7d:a3:bf:cd, "UPC8773645", -85
18050709, dc:d9:16:3e:3d:54, "HUAWEI-3D54", -88
18050709, 56:67:11:2a:61:32, "UPC Wi-Free", -88
18050709, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -75
18050709, 56:67:11:22:5e:30, "UPC Wi-Free", -83
18050709, c0:f4:e6:af:0d:b9, "Sunrise 4G WiFi Tower", -90
18050709, 56:67:11:e5:16:d5, "UPC Wi-Free", -90
18050709, 36:2c:94:6b:a1:9e, "UPC Wi-Free", -85
18050709, 3a:43:1d:a3:bf:cd, "UPC Wi-Free", -83
18050709, ae:22:15:84:0a:7f, "UPC Wi-Free", -92
18050709, 34:2c:c4:6b:a1:9e, "UPC7083705", -86
18050709, 90:5c:44:83:fc:e6, "UPC29E3417", -81
18050709, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -77
18050709, 54:67:51:2a:61:32, "UPC46DF3EF", -88
18050709, 90:5c:44:83:e6:4f, "UPC69AA7F9", -84
18050709, 54:67:51:e5:16:d5, "UPC9B15B32", -82
18050709, 00:1b:63:2b:78:4b, "EDU-VD", -95
18050713, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -83
18050713, 36:2c:94:6b:a1:9e, "UPC Wi-Free", -88
18050713, 92:5c:14:83:e6:4f, "UPC Wi-Free", -85
18050713, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -88
18050713, 92:5c:14:53:0d:d1, "UPC Wi-Free", -88
18050713, 3c:37:86:c6:7d:da, "apzuzu6_EXT2", -81
18050713, d0:16:b4:84:8e:93, "HUAWEI-8E93", -89
18050713, 54:67:51:2a:61:32, "UPC46DF3EF", -86
18050714, 6e:b0:ce:f7:f0:f6, "UPC72E5C4E_EXT", -88
18050714, 56:67:11:eb:4c:32, "UPC Wi-Free", -90
18050714, 90:5c:44:53:0d:d1, "UPC578B7A3", -85
18050714, dc:d9:16:3e:3d:54, "HUAWEI-3D54", -87
18050714, 56:67:11:2a:61:32, "UPC Wi-Free", -90
18050714, 56:67:11:e5:16:d5, "UPC Wi-Free", -90
18050714, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -69
18050714, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -70
18050714, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -72
18050714, e6:57:40:c0:c3:91, "UPC Wi-Free", -91
18050714, 90:5c:44:83:fc:e6, "UPC29E3417", -93
18050714, 1c:24:cd:40:dc:80, "xrd-82638", -91
18050714, 54:67:51:eb:4c:32, "UPCCDDC593", -93
18050714, 90:5c:44:83:e6:4f, "UPC69AA7F9", -88
18050714, 54:67:51:e5:16:d5, "UPC9B15B32", -91
18050714, 1c:24:cd:38:59:10, "MonWifiEtPasLeTien ", -77
18050718, 34:2c:c4:5e:71:5f, "UPC6683612", -91
18050718, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -68
18050718, 36:2c:94:6b:a1:9e, "UPC Wi-Free", -91
18050718, 92:5c:14:83:e6:4f, "UPC Wi-Free", -85
18050718, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -87
18050718, 1c:b0:44:5c:bf:90, "wmc-42326", -91
18050718, 1c:24:cd:33:6b:c0, "mhj-86336", -93
18050718, 92:5c:14:83:fc:e6, "UPC Wi-Free", -84
18050718, 54:67:51:22:5e:30, "UPC8CD6FFB", -87
18050718, 38:43:7d:a3:bf:cd, "UPC8773645", -90
18050718, 56:67:11:2a:61:32, "UPC Wi-Free", -83
18050718, 92:5c:14:de:02:47, "UPC Wi-Free", -91
18050718, 56:67:11:e5:16:d5, "UPC Wi-Free", -88
18050718, 90:5c:44:de:02:47, "UPCA1AA9E3", -87
18050718, 3a:43:1d:a3:bf:cd, "UPC Wi-Free", -90
18050718, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -69
18050718, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -67
18050718, 60:e3:27:f0:10:81, "RVZ-00300", -93
18050718, 78:d3:8d:fc:e9:a9, "RCProductions-EXT", -68
18050718, c0:f4:e6:af:0d:b9, "Sunrise 4G WiFi Tower", -93
18050718, 90:5c:44:83:e6:4f, "UPC69AA7F9", -83
18050718, 54:67:51:e5:16:d5, "UPC9B15B32", -87
18050718, 56:67:11:22:5e:30, "UPC Wi-Free", -86
18050722, b0:7f:b9:3e:f1:f1, "apzuzu6_EXT", -66
18050722, 38:43:7d:a3:bf:cd, "UPC8773645", -91
18050722, 8a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Yasmine", -70
18050722, 7a:d3:8d:fc:e9:a9, "RCProductions-EXT pour Ariane", -71
18050722, 3a:43:1d:88:b7:fc, "UPC Wi-Free", -88
18050722, 92:5c:14:83:fc:e6, "UPC Wi-Free", -90
18050722, 1c:24:cd:33:6b:c0, "mhj-86336", -92
18050722, 1c:b0:44:5c:bf:90, "wmc-42326", -91
18050722, 54:67:51:22:5e:30, "UPC8CD6FFB", -89
